"","Location","Period","Date","Week","NO2_Concentration"
"68","Netherlands",2020,"2020-02-08","2020-02-08 to 2020-02-14",2.59102962445468e-05
"69","Netherlands",2020,"2020-02-15","2020-02-15 to 2020-02-21",4.69976948807016e-05
"70","Netherlands",2020,"2020-02-22","2020-02-22 to 2020-02-28",3.61125130439177e-05
"71","Netherlands",2020,"2020-03-01","2020-03-01 to 2020-03-07",5.65925220143981e-05
"72","Netherlands",2020,"2020-03-08","2020-03-08 to 2020-03-14",3.84309059882071e-05
"73","Netherlands",2020,"2020-03-15","2020-03-15 to 2020-03-21",0.000102694830275141
"74","Netherlands",2020,"2020-03-22","2020-03-22 to 2020-03-28",8.12607249827124e-05
"75","Netherlands",2020,"2020-03-29","2020-03-29 to 2020-04-04",5.46436385775451e-05
"76","Netherlands",2020,"2020-04-05","2020-04-05 to 2020-04-11",5.71428463445045e-05
"77","Netherlands",2020,"2020-04-12","2020-04-12 to 2020-04-18",6.30734939477406e-05
"78","Netherlands",2020,"2020-04-19","2020-04-19 to 2020-04-25",8.30766875878908e-05
"79","Netherlands",2020,"2020-04-26","2020-04-26 to 2020-05-02",4.48813116236124e-05
"80","Netherlands",2020,"2020-05-03","2020-05-03 to 2020-05-09",8.27412295620888e-05
"81","Netherlands",2020,"2020-05-10","2020-05-10 to 2020-05-16",4.52749263786245e-05
"82","Netherlands",2020,"2020-05-17","2020-05-17 to 2020-05-23",5.67477363802027e-05
"83","Netherlands",2020,"2020-05-24","2020-05-24 to 2020-05-30",7.19905947335064e-05
"84","Netherlands",2020,"2020-05-31","2020-05-31 to 2020-06-06",4.88195801153779e-05
"85","Netherlands",2020,"2020-06-07","2020-06-07 to 2020-06-13",2.10155249078525e-05
"86","Netherlands",2020,"2020-06-14","2020-06-14 to 2020-06-20",2.92442709906027e-05
"87","Netherlands",2020,"2020-06-21","2020-06-21 to 2020-06-27",4.69241058453918e-05
"88","Netherlands",2020,"2020-06-28","2020-06-28 to 2020-07-04",2.28036060434533e-05
"89","Netherlands",2020,"2020-07-05","2020-07-05 to 2020-07-11",1.80534498213092e-05
"90","Netherlands",2020,"2020-07-12","2020-07-12 to 2020-07-18",3.9650152757531e-05
"91","Netherlands",2020,"2020-07-19","2020-07-19 to 2020-07-25",4.56290654256009e-05
"92","Netherlands",2020,"2020-07-26","2020-07-26 to 2020-08-01",5.5461536248913e-05
"93","Netherlands",2020,"2020-08-02","2020-08-02 to 2020-08-08",4.82983377878554e-05
"94","Netherlands",2020,"2020-08-09","2020-08-09 to 2020-08-15",6.11170544289052e-05
"95","Netherlands",2020,"2020-08-16","2020-08-16 to 2020-08-22",4.73339023301378e-05
"96","Netherlands",2020,"2020-08-23","2020-08-23 to 2020-08-29",3.21593361150008e-05
