"","Location","Period","Date","Week","NO2_Concentration"
"85","Sweden",2020,"2020-06-08","2020-06-08 to 2020-06-14",1.23248282761779e-05
"86","Sweden",2020,"2020-06-15","2020-06-15 to 2020-06-21",1.40125675898162e-05
"87","Sweden",2020,"2020-06-22","2020-06-22 to 2020-06-28",1.57497761392733e-05
"88","Sweden",2020,"2020-06-29","2020-06-29 to 2020-07-05",6.33387162451982e-06
"89","Sweden",2020,"2020-07-06","2020-07-06 to 2020-07-12",3.11606891045813e-06
"90","Sweden",2020,"2020-07-13","2020-07-13 to 2020-07-19",8.29217515274649e-06
"91","Sweden",2020,"2020-07-20","2020-07-20 to 2020-07-26",6.92721869199886e-06
"92","Sweden",2020,"2020-07-27","2020-07-27 to 2020-08-02",1.06125107777189e-05
"93","Sweden",2020,"2020-08-03","2020-08-03 to 2020-08-09",1.16491000881069e-05
"94","Sweden",2020,"2020-08-10","2020-08-10 to 2020-08-16",1.08087942862767e-05
"95","Sweden",2020,"2020-08-17","2020-08-17 to 2020-08-23",1.24098360174685e-05
"96","Sweden",2020,"2020-08-24","2020-08-24 to 2020-08-30",9.96147173282225e-06
"97","Sweden",2020,"2020-08-31","2020-08-31 to 2020-09-06",1.13250607682858e-05
"98","Sweden",2020,"2020-09-07","2020-09-07 to 2020-09-13",1.23382760648383e-05
"99","Sweden",2020,"2020-09-14","2020-09-14 to 2020-09-20",1.32604563987115e-05
"100","Sweden",2020,"2020-09-21","2020-09-21 to 2020-09-27",1.81572158908239e-05
"101","Sweden",2020,"2020-09-28","2020-09-28 to 2020-10-04",2.01662933250191e-05
"102","Sweden",2020,"2020-10-05","2020-10-05 to 2020-10-11",1.41806394822197e-05
"103","Sweden",2020,"2020-10-12","2020-10-12 to 2020-10-18",9.46602995099965e-06
"104","Sweden",2020,"2020-10-19","2020-10-19 to 2020-10-25",1.36455555548309e-05
"105","Sweden",2020,"2020-10-26","2020-10-26 to 2020-11-01",3.07681257254444e-05
"106","Sweden",2020,"2020-11-02","2020-11-02 to 2020-11-08",2.2382706447388e-05
"107","Sweden",2020,"2020-11-09","2020-11-09 to 2020-11-15",3.64250481652562e-05
"108","Sweden",2020,"2020-11-16","2020-11-16 to 2020-11-22",1.12117895696429e-05
"109","Sweden",2020,"2020-11-23","2020-11-23 to 2020-11-29",1.51607337102178e-05
"110","Sweden",2020,"2020-11-30","2020-11-30 to 2020-12-06",5.49536161997821e-05
"111","Sweden",2020,"2020-12-07","2020-12-07 to 2020-12-13",0.0001010512423818
"112","Sweden",2020,"2020-12-14","2020-12-14 to 2020-12-20",3.77985452360008e-05
"113","Sweden",2020,"2020-12-21","2020-12-21 to 2020-12-27",1.06495763247949e-05
"114","Sweden",2020,"2020-12-28","2020-12-28 to 2021-01-03",3.17190315399785e-05
