"","Location","Period","Date","Week","NO2_Concentration"
"62","Estonia",2020,"2019-12-26","2019-12-26 to 2020-01-01",4.2404470150359e-05
"63","Estonia",2020,"2020-01-02","2020-01-02 to 2020-01-08",NA
"64","Estonia",2020,"2020-01-09","2020-01-09 to 2020-01-15",2.94230267172679e-05
"65","Estonia",2020,"2020-01-16","2020-01-16 to 2020-01-22",2.31296489801025e-05
"66","Estonia",2020,"2020-01-23","2020-01-23 to 2020-01-29",1.97229146579048e-05
"67","Estonia",2020,"2020-01-30","2020-01-30 to 2020-02-05",NA
"68","Estonia",2020,"2020-02-06","2020-02-06 to 2020-02-12",3.05796020256821e-05
"69","Estonia",2020,"2020-02-13","2020-02-13 to 2020-02-19",1.27412113215541e-05
"70","Estonia",2020,"2020-02-20","2020-02-20 to 2020-02-26",2.15403979382245e-05
"71","Estonia",2020,"2020-02-27","2020-02-27 to 2020-03-04",1.29274894788978e-05
"72","Estonia",2020,"2020-03-06","2020-03-06 to 2020-03-12",1.30227417685091e-05
"73","Estonia",2020,"2020-03-13","2020-03-13 to 2020-03-19",1.06550305645214e-05
"74","Estonia",2020,"2020-03-20","2020-03-20 to 2020-03-26",1.32916029542685e-05
"75","Estonia",2020,"2020-03-27","2020-03-27 to 2020-04-02",1.67696198332123e-05
"76","Estonia",2020,"2020-04-03","2020-04-03 to 2020-04-09",1.65857236424927e-05
"77","Estonia",2020,"2020-04-10","2020-04-10 to 2020-04-16",1.29621621454135e-05
"78","Estonia",2020,"2020-04-17","2020-04-17 to 2020-04-23",2.06154290935956e-05
"79","Estonia",2020,"2020-04-24","2020-04-24 to 2020-04-30",1.62192318384768e-05
"80","Estonia",2020,"2020-05-01","2020-05-01 to 2020-05-07",1.88489902939182e-05
"81","Estonia",2020,"2020-05-08","2020-05-08 to 2020-05-14",1.12469633677392e-05
"82","Estonia",2020,"2020-05-15","2020-05-15 to 2020-05-21",1.60913041327149e-05
"83","Estonia",2020,"2020-05-22","2020-05-22 to 2020-05-28",1.15290195026319e-05
"84","Estonia",2020,"2020-05-29","2020-05-29 to 2020-06-04",1.15907578219776e-05
"85","Estonia",2020,"2020-06-05","2020-06-05 to 2020-06-11",1.48467925100704e-05
"86","Estonia",2020,"2020-06-12","2020-06-12 to 2020-06-18",1.93267678696429e-05
"87","Estonia",2020,"2020-06-19","2020-06-19 to 2020-06-25",2.14357078220928e-05
"88","Estonia",2020,"2020-06-26","2020-06-26 to 2020-07-02",1.96305936697172e-05
"89","Estonia",2020,"2020-07-03","2020-07-03 to 2020-07-09",8.91283889359329e-06
"90","Estonia",2020,"2020-07-10","2020-07-10 to 2020-07-16",3.88639000448165e-06
"91","Estonia",2020,"2020-07-17","2020-07-17 to 2020-07-23",7.37308073439635e-06
"92","Estonia",2020,"2020-07-24","2020-07-24 to 2020-07-30",8.67787093739025e-06
"93","Estonia",2020,"2020-07-31","2020-07-31 to 2020-08-06",1.20588856589166e-05
"94","Estonia",2020,"2020-08-07","2020-08-07 to 2020-08-13",1.16087285277899e-05
"95","Estonia",2020,"2020-08-14","2020-08-14 to 2020-08-20",9.29848556552315e-06
"96","Estonia",2020,"2020-08-21","2020-08-21 to 2020-08-27",1.15086531877751e-05
"97","Estonia",2020,"2020-08-28","2020-08-28 to 2020-09-03",1.62935357366223e-05
"98","Estonia",2020,"2020-09-04","2020-09-04 to 2020-09-10",1.57510930876015e-05
"99","Estonia",2020,"2020-09-11","2020-09-11 to 2020-09-17",1.39777021104237e-05
"100","Estonia",2020,"2020-09-18","2020-09-18 to 2020-09-24",1.57281810970744e-05
"101","Estonia",2020,"2020-09-25","2020-09-25 to 2020-10-01",2.34146627917653e-05
"102","Estonia",2020,"2020-10-02","2020-10-02 to 2020-10-08",2.11394362850115e-05
"103","Estonia",2020,"2020-10-09","2020-10-09 to 2020-10-15",2.58722939179279e-05
"104","Estonia",2020,"2020-10-16","2020-10-16 to 2020-10-22",9.82742494670674e-06
"105","Estonia",2020,"2020-10-23","2020-10-23 to 2020-10-29",2.62820958596421e-05
"106","Estonia",2020,"2020-10-30","2020-10-30 to 2020-11-05",2.30405912589049e-05
"107","Estonia",2020,"2020-11-06","2020-11-06 to 2020-11-12",1.57456452143379e-05
"108","Estonia",2020,"2020-11-13","2020-11-13 to 2020-11-19",3.43036081176251e-05
"109","Estonia",2020,"2020-11-20","2020-11-20 to 2020-11-26",NA
"110","Estonia",2020,"2020-11-27","2020-11-27 to 2020-12-03",4.29695610364433e-05
"111","Estonia",2020,"2020-12-04","2020-12-04 to 2020-12-10",3.46040578733664e-05
"112","Estonia",2020,"2020-12-11","2020-12-11 to 2020-12-17",NA
"113","Estonia",2020,"2020-12-18","2020-12-18 to 2020-12-24",NA
"114","Estonia",2020,"2020-12-25","2020-12-25 to 2020-12-31",4.52800995844882e-05
