"","Location","Period","Date","Week","NO2_Concentration"
"61","Estonia",2020,"2019-12-19","2019-12-19 to 2019-12-25",1.9147571947542e-05
"62","Estonia",2020,"2019-12-26","2019-12-26 to 2020-01-01",3.38842255587224e-05
"63","Estonia",2020,"2020-01-02","2020-01-02 to 2020-01-08",2.72763190878322e-05
"64","Estonia",2020,"2020-01-09","2020-01-09 to 2020-01-15",2.70702312263893e-05
"65","Estonia",2020,"2020-01-16","2020-01-16 to 2020-01-22",2.33961782214465e-05
"66","Estonia",2020,"2020-01-23","2020-01-23 to 2020-01-29",2.08766159630613e-05
"67","Estonia",2020,"2020-01-30","2020-01-30 to 2020-02-05",9.32377224671654e-06
"68","Estonia",2020,"2020-02-06","2020-02-06 to 2020-02-12",2.79455616691848e-05
"69","Estonia",2020,"2020-02-13","2020-02-13 to 2020-02-19",1.57777521962998e-05
"70","Estonia",2020,"2020-02-20","2020-02-20 to 2020-02-26",1.90673181350576e-05
"71","Estonia",2020,"2020-02-27","2020-02-27 to 2020-03-04",1.40030115289846e-05
"72","Estonia",2020,"2020-03-06","2020-03-06 to 2020-03-12",1.49001052704989e-05
"73","Estonia",2020,"2020-03-13","2020-03-13 to 2020-03-19",1.33406720124185e-05
"74","Estonia",2020,"2020-03-20","2020-03-20 to 2020-03-26",1.28984183902503e-05
"75","Estonia",2020,"2020-03-27","2020-03-27 to 2020-04-02",1.79441121872514e-05
"76","Estonia",2020,"2020-04-03","2020-04-03 to 2020-04-09",1.59547325893072e-05
"77","Estonia",2020,"2020-04-10","2020-04-10 to 2020-04-16",1.28729170683073e-05
"78","Estonia",2020,"2020-04-17","2020-04-17 to 2020-04-23",2.02935243578395e-05
"79","Estonia",2020,"2020-04-24","2020-04-24 to 2020-04-30",1.59810933837434e-05
"80","Estonia",2020,"2020-05-01","2020-05-01 to 2020-05-07",1.80179977178341e-05
"81","Estonia",2020,"2020-05-08","2020-05-08 to 2020-05-14",1.30882117446163e-05
"82","Estonia",2020,"2020-05-15","2020-05-15 to 2020-05-21",1.54832850967068e-05
"83","Estonia",2020,"2020-05-22","2020-05-22 to 2020-05-28",1.12055786303245e-05
"84","Estonia",2020,"2020-05-29","2020-05-29 to 2020-06-04",1.14388294605305e-05
"85","Estonia",2020,"2020-06-05","2020-06-05 to 2020-06-11",1.52025268107536e-05
"86","Estonia",2020,"2020-06-12","2020-06-12 to 2020-06-18",1.90096416190499e-05
"87","Estonia",2020,"2020-06-19","2020-06-19 to 2020-06-25",2.06366512429668e-05
"88","Estonia",2020,"2020-06-26","2020-06-26 to 2020-07-02",1.77374258782947e-05
"89","Estonia",2020,"2020-07-03","2020-07-03 to 2020-07-09",9.1593374236254e-06
"90","Estonia",2020,"2020-07-10","2020-07-10 to 2020-07-16",4.75914475828176e-06
"91","Estonia",2020,"2020-07-17","2020-07-17 to 2020-07-23",8.65708261699183e-06
"92","Estonia",2020,"2020-07-24","2020-07-24 to 2020-07-30",8.69949872139841e-06
"93","Estonia",2020,"2020-07-31","2020-07-31 to 2020-08-06",1.09381981019396e-05
"94","Estonia",2020,"2020-08-07","2020-08-07 to 2020-08-13",1.17145191325108e-05
"95","Estonia",2020,"2020-08-14","2020-08-14 to 2020-08-20",9.80183813226176e-06
"96","Estonia",2020,"2020-08-21","2020-08-21 to 2020-08-27",1.28822448459687e-05
"97","Estonia",2020,"2020-08-28","2020-08-28 to 2020-09-03",1.49352708831429e-05
"98","Estonia",2020,"2020-09-04","2020-09-04 to 2020-09-10",1.60877716552932e-05
"99","Estonia",2020,"2020-09-11","2020-09-11 to 2020-09-17",1.76988687599078e-05
"100","Estonia",2020,"2020-09-18","2020-09-18 to 2020-09-24",1.61247935466236e-05
"101","Estonia",2020,"2020-09-25","2020-09-25 to 2020-10-01",2.3724336642772e-05
"102","Estonia",2020,"2020-10-02","2020-10-02 to 2020-10-08",2.25927742576459e-05
"103","Estonia",2020,"2020-10-09","2020-10-09 to 2020-10-15",2.72576635325095e-05
"104","Estonia",2020,"2020-10-16","2020-10-16 to 2020-10-22",8.18666012492031e-06
"105","Estonia",2020,"2020-10-23","2020-10-23 to 2020-10-29",3.12288357235957e-05
"106","Estonia",2020,"2020-10-30","2020-10-30 to 2020-11-05",2.22939379455056e-05
"107","Estonia",2020,"2020-11-06","2020-11-06 to 2020-11-12",1.55817633640254e-05
"108","Estonia",2020,"2020-11-13","2020-11-13 to 2020-11-19",2.90382849925663e-05
"109","Estonia",2020,"2020-11-20","2020-11-20 to 2020-11-26",NA
"110","Estonia",2020,"2020-11-27","2020-11-27 to 2020-12-03",3.39081962010823e-05
"111","Estonia",2020,"2020-12-04","2020-12-04 to 2020-12-10",3.4482880437281e-05
"112","Estonia",2020,"2020-12-11","2020-12-11 to 2020-12-17",1.41625077958452e-05
"113","Estonia",2020,"2020-12-18","2020-12-18 to 2020-12-24",4.86309836560395e-05
"114","Estonia",2020,"2020-12-25","2020-12-25 to 2020-12-31",3.57717435690574e-05
