"","Location","Period","Date","Week","NO2_Concentration"
"60","Slovenia",2020,"2019-12-15","2019-12-15 to 2019-12-21",4.06234139518347e-05
"61","Slovenia",2020,"2019-12-22","2019-12-22 to 2019-12-28",3.17806807288434e-05
"62","Slovenia",2020,"2019-12-29","2019-12-29 to 2020-01-04",2.48179749178234e-05
"63","Slovenia",2020,"2020-01-05","2020-01-05 to 2020-01-11",4.4634667574428e-05
"64","Slovenia",2020,"2020-01-12","2020-01-12 to 2020-01-18",4.86299613839947e-05
"65","Slovenia",2020,"2020-01-19","2020-01-19 to 2020-01-25",3.44764921464957e-05
"66","Slovenia",2020,"2020-01-26","2020-01-26 to 2020-02-01",3.27897541865241e-05
"67","Slovenia",2020,"2020-02-02","2020-02-02 to 2020-02-08",2.73121568170609e-05
"68","Slovenia",2020,"2020-02-09","2020-02-09 to 2020-02-15",3.26239387504756e-05
"69","Slovenia",2020,"2020-02-16","2020-02-16 to 2020-02-22",2.66704846580978e-05
"70","Slovenia",2020,"2020-02-23","2020-02-23 to 2020-02-29",4.43233730038628e-05
"71","Slovenia",2020,"2020-03-02","2020-03-02 to 2020-03-08",3.23606036545243e-05
"72","Slovenia",2020,"2020-03-09","2020-03-09 to 2020-03-15",3.53002506017219e-05
"73","Slovenia",2020,"2020-03-16","2020-03-16 to 2020-03-22",2.52234185609268e-05
"74","Slovenia",2020,"2020-03-23","2020-03-23 to 2020-03-29",1.77885431185132e-05
"75","Slovenia",2020,"2020-03-30","2020-03-30 to 2020-04-05",1.96275486814557e-05
"76","Slovenia",2020,"2020-04-06","2020-04-06 to 2020-04-12",1.89043639693409e-05
"77","Slovenia",2020,"2020-04-13","2020-04-13 to 2020-04-19",2.6590012566885e-05
"78","Slovenia",2020,"2020-04-20","2020-04-20 to 2020-04-26",2.28509725275217e-05
"79","Slovenia",2020,"2020-04-27","2020-04-27 to 2020-05-03",1.20467830129201e-05
"80","Slovenia",2020,"2020-05-04","2020-05-04 to 2020-05-10",2.12659688259009e-05
"81","Slovenia",2020,"2020-05-11","2020-05-11 to 2020-05-17",1.57383656187449e-05
"82","Slovenia",2020,"2020-05-18","2020-05-18 to 2020-05-24",1.67581074492773e-05
"83","Slovenia",2020,"2020-05-25","2020-05-25 to 2020-05-31",1.84580403583823e-05
"84","Slovenia",2020,"2020-06-01","2020-06-01 to 2020-06-07",1.6757028788561e-05
"85","Slovenia",2020,"2020-06-08","2020-06-08 to 2020-06-14",1.77347301359987e-05
"86","Slovenia",2020,"2020-06-15","2020-06-15 to 2020-06-21",1.53238652274013e-05
"87","Slovenia",2020,"2020-06-22","2020-06-22 to 2020-06-28",1.80113256647019e-05
"88","Slovenia",2020,"2020-06-29","2020-06-29 to 2020-07-05",1.71312731254147e-05
"89","Slovenia",2020,"2020-07-06","2020-07-06 to 2020-07-12",1.69663526321528e-05
"90","Slovenia",2020,"2020-07-13","2020-07-13 to 2020-07-19",1.09288857856882e-05
"91","Slovenia",2020,"2020-07-20","2020-07-20 to 2020-07-26",2.11521783057833e-05
"92","Slovenia",2020,"2020-07-27","2020-07-27 to 2020-08-02",2.33213941100985e-05
"93","Slovenia",2020,"2020-08-03","2020-08-03 to 2020-08-09",1.91842009371612e-05
"94","Slovenia",2020,"2020-08-10","2020-08-10 to 2020-08-16",1.86983270396013e-05
"95","Slovenia",2020,"2020-08-17","2020-08-17 to 2020-08-23",1.77553993125912e-05
"96","Slovenia",2020,"2020-08-24","2020-08-24 to 2020-08-30",1.76563244167482e-05
"97","Slovenia",2020,"2020-08-31","2020-08-31 to 2020-09-06",1.86675533768721e-05
"98","Slovenia",2020,"2020-09-07","2020-09-07 to 2020-09-13",2.39493183471495e-05
"99","Slovenia",2020,"2020-09-14","2020-09-14 to 2020-09-20",2.20134115807014e-05
"100","Slovenia",2020,"2020-09-21","2020-09-21 to 2020-09-27",3.02836888295133e-05
"101","Slovenia",2020,"2020-09-28","2020-09-28 to 2020-10-04",3.31154005834833e-05
"102","Slovenia",2020,"2020-10-05","2020-10-05 to 2020-10-11",1.91870385606308e-05
"103","Slovenia",2020,"2020-10-12","2020-10-12 to 2020-10-18",4.12856024922803e-05
"104","Slovenia",2020,"2020-10-19","2020-10-19 to 2020-10-25",2.04155312530929e-05
"105","Slovenia",2020,"2020-10-26","2020-10-26 to 2020-11-01",2.59253192780307e-05
"106","Slovenia",2020,"2020-11-02","2020-11-02 to 2020-11-08",2.62606608885108e-05
"107","Slovenia",2020,"2020-11-09","2020-11-09 to 2020-11-15",2.69514184765285e-05
"108","Slovenia",2020,"2020-11-16","2020-11-16 to 2020-11-22",2.99135008390294e-05
"109","Slovenia",2020,"2020-11-23","2020-11-23 to 2020-11-29",2.74769063253189e-05
"110","Slovenia",2020,"2020-11-30","2020-11-30 to 2020-12-06",1.95913453353569e-05
"111","Slovenia",2020,"2020-12-07","2020-12-07 to 2020-12-13",4.75515480502509e-05
"112","Slovenia",2020,"2020-12-14","2020-12-14 to 2020-12-20",7.3307914135512e-05
"113","Slovenia",2020,"2020-12-21","2020-12-21 to 2020-12-27",3.77257783839013e-05
"114","Slovenia",2020,"2020-12-28","2020-12-28 to 2021-01-03",2.06148633878911e-05
