"","Location","Period","Date","Week","NO2_Concentration"
"61","Iraq",2020,"2020-01-03","2020-01-03 to 2020-01-09",7.08306033629924e-05
"62","Iraq",2020,"2020-01-10","2020-01-10 to 2020-01-16",6.00271705479827e-05
"63","Iraq",2020,"2020-01-17","2020-01-17 to 2020-01-23",6.43297753413208e-05
"64","Iraq",2020,"2020-01-24","2020-01-24 to 2020-01-30",6.14365853834897e-05
"65","Iraq",2020,"2020-01-31","2020-01-31 to 2020-02-06",7.74555010139011e-05
"66","Iraq",2020,"2020-02-07","2020-02-07 to 2020-02-13",5.92364558542613e-05
"67","Iraq",2020,"2020-02-14","2020-02-14 to 2020-02-20",8.10572746559046e-05
"68","Iraq",2020,"2020-02-21","2020-02-21 to 2020-02-27",6.21308572590351e-05
"69","Iraq",2020,"2020-02-28","2020-02-28 to 2020-03-05",5.55822625756264e-05
"70","Iraq",2020,"2020-03-07","2020-03-07 to 2020-03-13",5.2173578296788e-05
"71","Iraq",2020,"2020-03-14","2020-03-14 to 2020-03-20",4.23471028625499e-05
"72","Iraq",2020,"2020-03-21","2020-03-21 to 2020-03-27",3.18953352689277e-05
"73","Iraq",2020,"2020-03-28","2020-03-28 to 2020-04-03",3.25795335811563e-05
"74","Iraq",2020,"2020-04-04","2020-04-04 to 2020-04-10",3.41458035109099e-05
"75","Iraq",2020,"2020-04-11","2020-04-11 to 2020-04-17",3.2220585126197e-05
"76","Iraq",2020,"2020-04-18","2020-04-18 to 2020-04-24",3.84863051294815e-05
"77","Iraq",2020,"2020-04-25","2020-04-25 to 2020-05-01",3.87457002943847e-05
"78","Iraq",2020,"2020-05-02","2020-05-02 to 2020-05-08",5.61282686248887e-05
"79","Iraq",2020,"2020-05-09","2020-05-09 to 2020-05-15",3.66530439350754e-05
"80","Iraq",2020,"2020-05-16","2020-05-16 to 2020-05-22",6.92947651259601e-05
"81","Iraq",2020,"2020-05-23","2020-05-23 to 2020-05-29",4.02368495997507e-05
"82","Iraq",2020,"2020-05-30","2020-05-30 to 2020-06-05",5.19931418239139e-05
"83","Iraq",2020,"2020-06-06","2020-06-06 to 2020-06-12",6.56936026643962e-05
"84","Iraq",2020,"2020-06-13","2020-06-13 to 2020-06-19",5.04674972034991e-05
"85","Iraq",2020,"2020-06-20","2020-06-20 to 2020-06-26",5.4373660532292e-05
"86","Iraq",2020,"2020-06-27","2020-06-27 to 2020-07-03",5.54128382646013e-05
"87","Iraq",2020,"2020-07-04","2020-07-04 to 2020-07-10",5.37896594323684e-05
"88","Iraq",2020,"2020-07-11","2020-07-11 to 2020-07-17",6.0444166592788e-05
"89","Iraq",2020,"2020-07-18","2020-07-18 to 2020-07-24",6.11945288255811e-05
"90","Iraq",2020,"2020-07-25","2020-07-25 to 2020-07-31",5.79182633373421e-05
"91","Iraq",2020,"2020-08-01","2020-08-01 to 2020-08-07",6.06533685640898e-05
"92","Iraq",2020,"2020-08-08","2020-08-08 to 2020-08-14",5.2565497753676e-05
"93","Iraq",2020,"2020-08-15","2020-08-15 to 2020-08-21",5.43446658411995e-05
"94","Iraq",2020,"2020-08-22","2020-08-22 to 2020-08-28",5.93771728745196e-05
"95","Iraq",2020,"2020-08-29","2020-08-29 to 2020-09-04",6.3659404986538e-05
"96","Iraq",2020,"2020-09-05","2020-09-05 to 2020-09-11",6.75937699270435e-05
"97","Iraq",2020,"2020-09-12","2020-09-12 to 2020-09-18",7.38796225050464e-05
"98","Iraq",2020,"2020-09-19","2020-09-19 to 2020-09-25",6.93014299031347e-05
"99","Iraq",2020,"2020-09-26","2020-09-26 to 2020-10-02",5.11267280671746e-05
"100","Iraq",2020,"2020-10-03","2020-10-03 to 2020-10-09",5.65153568459209e-05
"101","Iraq",2020,"2020-10-10","2020-10-10 to 2020-10-16",7.50263498048298e-05
"102","Iraq",2020,"2020-10-17","2020-10-17 to 2020-10-23",5.15651918249205e-05
"103","Iraq",2020,"2020-10-24","2020-10-24 to 2020-10-30",7.11567627149634e-05
"104","Iraq",2020,"2020-10-31","2020-10-31 to 2020-11-06",4.6242665121099e-05
"105","Iraq",2020,"2020-11-07","2020-11-07 to 2020-11-13",4.9715625209501e-05
"106","Iraq",2020,"2020-11-14","2020-11-14 to 2020-11-20",6.64636463625357e-05
"107","Iraq",2020,"2020-11-21","2020-11-21 to 2020-11-27",6.6822423832491e-05
"108","Iraq",2020,"2020-11-28","2020-11-28 to 2020-12-04",9.33830451685935e-05
"109","Iraq",2020,"2020-12-05","2020-12-05 to 2020-12-11",7.47412486816756e-05
"110","Iraq",2020,"2020-12-12","2020-12-12 to 2020-12-18",6.89762382535264e-05
"111","Iraq",2020,"2020-12-19","2020-12-19 to 2020-12-25",6.46564076305367e-05
"112","Iraq",2020,"2020-12-26","2020-12-26 to 2021-01-01",0.000108197891677264
"113","Iraq",2020,"2021-01-02","2021-01-02 to 2021-01-08",0.000120799290016294
"114","Iraq",2020,"2021-01-09","2021-01-09 to 2021-01-15",0.000107019201095682
