"Latitude","Longitude","pm_estimate","ozone_estimate","no2_estimate","so2_estimate","co_estimate","Time_range"
31.5,-97.5,8.96887421607971,0.0291652902960777,4.82384914159775,0.283448681235313,0.242897871881723,"07-2018 to 10-2018"
31.5,-96.5,9.09296476840973,0.0274384492076933,4.71913051605225,0.319692604243755,0.240036562085152,"07-2018 to 10-2018"
31.5,-95.5,9.29144287109375,0.0247950474731624,4.17599773406982,0.598062515258789,0.234862331300974,"07-2018 to 10-2018"
31.5,-94.5,9.67937099933624,0.0237438348121941,4.2125643491745,0.812312893569469,0.216024562716484,"07-2018 to 10-2018"
31.5,-93.5,9.32337498664856,0.0234375228174031,4.38604474067688,0.761200211942196,0.197471722960472,"07-2018 to 10-2018"
31.5,-92.5,9.15417504310608,0.0229513146914542,4.57583558559418,0.57480227202177,0.18599995598197,"07-2018 to 10-2018"
31.5,-91.5,8.89945030212402,0.0218198923394084,3.91966092586517,0.590578153729439,0.175912026315928,"07-2018 to 10-2018"
31.5,-90.5,8.81879103183746,0.0228677038103342,4.46665215492249,0.614402301609516,0.165633272379637,"07-2018 to 10-2018"
31.5,-89.5,8.65254008769989,0.0249388795346022,4.74300968647003,0.922660008072853,0.171577993780375,"07-2018 to 10-2018"
31.5,-88.5,8.75639641284943,0.0243358137086034,4.44144707918167,0.98098449409008,0.194361198693514,"07-2018 to 10-2018"
31.5,-87.5,8.80583238601685,0.0249453498981893,4.37783974409103,1.00048576295376,0.229614526033401,"07-2018 to 10-2018"
31.5,-86.5,8.838338971138,0.0260638706386089,7.7594633102417,1.08619105815887,0.271248575299978,"07-2018 to 10-2018"
31.5,-85.5,9.06002688407898,0.0276451818645,9.25775516033173,1.20478125661612,0.30161190405488,"07-2018 to 10-2018"
31.5,-84.5,9.36094927787781,0.0276290415786207,10.0083315968513,1.25864804536104,0.315586224198341,"07-2018 to 10-2018"
31.5,-83.5,9.40809690952301,0.0275913318619132,9.55101549625397,1.245291210711,0.304901789873838,"07-2018 to 10-2018"
31.5,-82.5,9.23646521568298,0.0281991269439459,8.07084238529205,1.15194122493267,0.284883353859186,"07-2018 to 10-2018"
31.5,-81.5,9.36116147041321,0.0282154395245016,5.19268345832825,1.258957862854,0.262567888945341,"07-2018 to 10-2018"
32.5,-114.5,8.21125817298889,0.0355220977216959,8.48599302768707,1.46173607558012,0.214109666645527,"07-2018 to 10-2018"
32.5,-113.5,6.54424631595612,0.0358052998781204,8.04985165596008,1.39336480200291,0.204245988279581,"07-2018 to 10-2018"
32.5,-112.5,5.32853615283966,0.0370068838819861,7.78219795227051,1.38856620341539,0.203303810209036,"07-2018 to 10-2018"
32.5,-111.5,4.04669535160065,0.0360699445009232,6.02179598808289,1.39049862325191,0.17103024944663,"07-2018 to 10-2018"
32.5,-110.5,3.97649383544922,0.0380422016605735,5.60148799419403,1.93500000983477,0.167098112404346,"07-2018 to 10-2018"
32.5,-109.5,4.76203745603561,0.0388271287083626,5.83634340763092,2.18880209326744,0.177525576204062,"07-2018 to 10-2018"
32.5,-108.5,4.97463166713715,0.0391320874914527,5.81707608699799,2.08226452022791,0.183290503919125,"07-2018 to 10-2018"
32.5,-107.5,4.77871257066727,0.0415957877412438,5.857794880867,2.02023797482252,0.188736595213413,"07-2018 to 10-2018"
32.5,-106.5,4.99006521701813,0.0423811860382557,5.79170703887939,1.99477396160364,0.195419311523438,"07-2018 to 10-2018"
32.5,-105.5,5.47767186164856,0.0430975528433919,5.7416023015976,1.91336393356323,0.187198713421822,"07-2018 to 10-2018"
32.5,-104.5,5.79809725284576,0.0449421880766749,5.51141977310181,2.30180915445089,0.197767708450556,"07-2018 to 10-2018"
32.5,-103.5,7.77323091030121,0.0441298596560955,5.45090520381927,1.50091557204723,0.211043324321508,"07-2018 to 10-2018"
32.5,-102.5,8.37159383296967,0.0430338773876429,6.12172758579254,0.891938582062721,0.220123797655106,"07-2018 to 10-2018"
32.5,-101.5,8.31154918670654,0.0383546324446797,5.04536080360413,0.758387245237827,0.233884230256081,"07-2018 to 10-2018"
32.5,-100.5,8.47646462917328,0.0338993570767343,5.19915544986725,0.858802489936352,0.253952588886023,"07-2018 to 10-2018"
32.5,-99.5,8.66367363929749,0.0314635438844562,5.19064569473267,0.53157614916563,0.252290584146976,"07-2018 to 10-2018"
32.5,-98.5,8.84805595874786,0.0309764770790935,5.48395049571991,0.355864368379116,0.247481051832438,"07-2018 to 10-2018"
32.5,-97.5,8.86753165721893,0.0305384467355907,5.31722497940063,0.284761447459459,0.238979440182447,"07-2018 to 10-2018"
32.5,-96.5,9.04056465625763,0.0283350767567754,4.95887464284897,0.367125809192657,0.238936871290207,"07-2018 to 10-2018"
32.5,-95.5,9.48090171813965,0.02632175385952,4.77712127566338,0.678225390613079,0.247496675699949,"07-2018 to 10-2018"
32.5,-94.5,9.8201425075531,0.024354434106499,4.52998304367065,1.24222262203693,0.214756079018116,"07-2018 to 10-2018"
32.5,-93.5,9.89817118644714,0.0232353019528091,4.27815017104149,0.748431794345379,0.207685489207506,"07-2018 to 10-2018"
32.5,-92.5,9.59867238998413,0.0246063894592226,4.73082327842712,0.886810667812824,0.191865306347609,"07-2018 to 10-2018"
32.5,-91.5,9.4694390296936,0.0249471580609679,4.89466816186905,0.660811066627502,0.165062662214041,"07-2018 to 10-2018"
32.5,-90.5,9.24545049667358,0.0247101276181638,5.55321383476257,0.685562208294868,0.130337335169315,"07-2018 to 10-2018"
32.5,-89.5,9.26668620109558,0.0242636003531516,5.09057056903839,0.734234161674976,0.143573375418782,"07-2018 to 10-2018"
32.5,-88.5,8.9858455657959,0.0222701844759285,4.81618493795395,0.926069028675556,0.187686868011951,"07-2018 to 10-2018"
32.5,-87.5,8.91234815120697,0.0238794800825417,7.65377593040466,1.07953044772148,0.244137696921825,"07-2018 to 10-2018"
32.5,-86.5,9.26062703132629,0.0265639298595488,9.25081765651703,1.16580756753683,0.298066511750221,"07-2018 to 10-2018"
32.5,-85.5,9.28541946411133,0.0288256574422121,10.1362025737762,1.19326400756836,0.326650179922581,"07-2018 to 10-2018"
32.5,-84.5,9.44203865528107,0.0286349463276565,10.4996266365051,1.17716844379902,0.337737068533897,"07-2018 to 10-2018"
32.5,-83.5,9.96054434776306,0.027249829377979,10.2364313602448,1.23570147156715,0.321257758885622,"07-2018 to 10-2018"
32.5,-82.5,9.51810204982758,0.0279651493765414,8.65543854236603,1.05410639941692,0.282632119953632,"07-2018 to 10-2018"
32.5,-81.5,9.36900055408478,0.0287108537741005,4.9013192653656,1.27988865971565,0.242427121847868,"07-2018 to 10-2018"
33.5,-117.5,8.99094140529633,0.0460380837321281,7.10627257823944,0.659062311053276,0.236797772347927,"07-2018 to 10-2018"
33.5,-116.5,8.29273200035095,0.0458845477551222,8.59503281116486,0.677618369460106,0.247313126921654,"07-2018 to 10-2018"
33.5,-115.5,7.65354406833649,0.0428978046402335,12.3132071495056,0.684321060776711,0.252143912017345,"07-2018 to 10-2018"
33.5,-114.5,7.40837740898132,0.0383082814514637,11.1824090480804,1.27124793082476,0.248318325728178,"07-2018 to 10-2018"
33.5,-113.5,5.53918170928955,0.0369802545756102,8.30720794200897,1.1883364841342,0.208849903196096,"07-2018 to 10-2018"
33.5,-112.5,5.67457222938538,0.0369280381128192,8.38960587978363,0.808285862207413,0.212161123752594,"07-2018 to 10-2018"
33.5,-111.5,5.23368406295776,0.0429361360147595,8.55945801734924,1.4779559224844,0.209294077008963,"07-2018 to 10-2018"
33.5,-110.5,4.61300754547119,0.0438396008685231,6.58077776432037,2.06586328148842,0.192496199160814,"07-2018 to 10-2018"
33.5,-109.5,4.41184723377228,0.0424160845577717,6.15255391597748,2.27847797423601,0.188491232693195,"07-2018 to 10-2018"
33.5,-108.5,4.39784854650497,0.0421686032786965,5.66875040531158,2.13221000134945,0.186058070510626,"07-2018 to 10-2018"
33.5,-107.5,4.48890203237534,0.0420145941898227,5.41874647140503,1.98995053768158,0.193357300013304,"07-2018 to 10-2018"
33.5,-106.5,4.79956942796707,0.0423559313639998,5.17411810159683,1.89151699095964,0.189219664782286,"07-2018 to 10-2018"
33.5,-105.5,5.02442401647568,0.0427298787981272,5.36068505048752,2.36849214881659,0.192373670637608,"07-2018 to 10-2018"
33.5,-104.5,6.25384032726288,0.0435315007343888,5.37834179401398,2.3757783472538,0.191659495234489,"07-2018 to 10-2018"
33.5,-103.5,7.97150444984436,0.0435687294229865,5.98528456687927,1.79706785827875,0.221152003854513,"07-2018 to 10-2018"
33.5,-102.5,8.09386253356934,0.042377554345876,7.16174697875977,1.23304720968008,0.230742946267128,"07-2018 to 10-2018"
33.5,-101.5,8.04023027420044,0.0389015087857842,6.14350712299347,1.17626927793026,0.245938137173653,"07-2018 to 10-2018"
33.5,-100.5,8.28629624843597,0.0363812996074557,6.33399891853333,1.26162523776293,0.255143851041794,"07-2018 to 10-2018"
33.5,-99.5,8.57193315029144,0.0343234040774405,6.46530604362488,1.18387585878372,0.252156395465136,"07-2018 to 10-2018"
33.5,-98.5,8.63745474815369,0.0336625911295414,6.16792178153992,0.601529210805893,0.250454731285572,"07-2018 to 10-2018"
33.5,-97.5,8.50774574279785,0.032210853882134,6.01606428623199,0.350753154605627,0.248494494706392,"07-2018 to 10-2018"
33.5,-96.5,8.78034424781799,0.0304327984340489,5.59520220756531,0.467464722692966,0.248495317995548,"07-2018 to 10-2018"
33.5,-95.5,9.29564774036407,0.0285534565337002,5.30025613307953,0.528693344444036,0.249033138155937,"07-2018 to 10-2018"
33.5,-94.5,9.97414660453796,0.026842684019357,5.0107733309269,0.64086801558733,0.245422713458538,"07-2018 to 10-2018"
33.5,-93.5,10.0278326272964,0.0251467865891755,5.02788609266281,0.778639204800129,0.236277524381876,"07-2018 to 10-2018"
33.5,-92.5,9.75762057304382,0.0250501022674143,5.29492503404617,0.810317382216454,0.230872586369514,"07-2018 to 10-2018"
33.5,-91.5,9.74780976772308,0.0271993516944349,5.37747836112976,0.774783030152321,0.206312265247107,"07-2018 to 10-2018"
33.5,-90.5,9.54861485958099,0.0275950692594051,5.50496816635132,0.710115760564804,0.174290057271719,"07-2018 to 10-2018"
33.5,-89.5,9.29670071601868,0.0254293540492654,5.24320435523987,0.80929496884346,0.181000076234341,"07-2018 to 10-2018"
33.5,-88.5,9.19170415401459,0.0245937933214009,6.25394725799561,1.0294126495719,0.22338043898344,"07-2018 to 10-2018"
33.5,-87.5,8.92932045459747,0.0250124698504806,9.01096493005753,1.1312999650836,0.265363249927759,"07-2018 to 10-2018"
33.5,-86.5,8.9330039024353,0.0277681346051395,9.94234162569046,1.18558590114117,0.315536964684725,"07-2018 to 10-2018"
33.5,-85.5,8.85928177833557,0.0297906645573676,10.6843493580818,1.21146136522293,0.352904282510281,"07-2018 to 10-2018"
33.5,-84.5,9.23750722408295,0.0303352791815996,10.9238976240158,1.31643581390381,0.357398517429829,"07-2018 to 10-2018"
33.5,-83.5,9.27037119865417,0.0293370061554015,10.583978831768,1.01518516242504,0.336432844400406,"07-2018 to 10-2018"
33.5,-82.5,9.54718005657196,0.0275946017354727,8.63383281230927,0.874079078435898,0.271176725625992,"07-2018 to 10-2018"
33.5,-81.5,9.30172371864319,0.0287808636203408,4.47006809711456,0.578926287591457,0.196733448654413,"07-2018 to 10-2018"
33.5,-80.5,8.87138140201569,0.0260836193338037,4.01874077320099,0.262126866728067,0.182345304638147,"07-2018 to 10-2018"
33.5,-79.5,7.87136495113373,0.0279299183748662,3.34254050254822,0.3203334659338,0.209171041846275,"07-2018 to 10-2018"
34.5,-119.5,6.85488271713257,0.0326093309558928,6.60988110303879,0.703891754150391,0.204644156619906,"07-2018 to 10-2018"
34.5,-118.5,8.49848878383636,0.0365048618987203,7.45337045192719,0.715821042656898,0.226377051323652,"07-2018 to 10-2018"
34.5,-117.5,8.76328945159912,0.0440985001623631,7.43965971469879,0.704787693917751,0.239192623645067,"07-2018 to 10-2018"
34.5,-116.5,8.30321323871613,0.0482844514772296,11.6022579669952,0.924949817359447,0.246667116880417,"07-2018 to 10-2018"
34.5,-115.5,7.13931739330292,0.045864692889154,13.5567506551743,0.906226605176926,0.250096369534731,"07-2018 to 10-2018"
34.5,-114.5,5.41849827766418,0.0417880564928055,14.2633322477341,1.05308006703854,0.255156736820936,"07-2018 to 10-2018"
34.5,-113.5,4.31177592277527,0.0391604714095592,12.0508606433868,1.19547522068024,0.245817746967077,"07-2018 to 10-2018"
34.5,-112.5,5.01659202575684,0.0400689067319036,8.94248044490814,1.23389169573784,0.210673645138741,"07-2018 to 10-2018"
34.5,-111.5,4.91914886236191,0.0416884375736117,8.1700245141983,1.46160842478275,0.213762849569321,"07-2018 to 10-2018"
34.5,-110.5,4.6881707906723,0.042380852624774,7.46005022525787,1.94850286841393,0.206236280500889,"07-2018 to 10-2018"
34.5,-109.5,4.28832590579987,0.0416545206680894,6.36819219589233,2.07697091251612,0.203262940049171,"07-2018 to 10-2018"
34.5,-108.5,4.07432872056961,0.0420556487515569,4.17685067653656,1.916009940207,0.196209404617548,"07-2018 to 10-2018"
34.5,-107.5,4.02841049432755,0.041851257905364,4.01275742053986,1.79789189994335,0.198015920817852,"07-2018 to 10-2018"
34.5,-106.5,4.43983989953995,0.0417906884104013,4.30896192789078,1.73651757836342,0.185601588338614,"07-2018 to 10-2018"
34.5,-105.5,4.85334062576294,0.042163179256022,4.95641922950745,2.10487069934607,0.201783526688814,"07-2018 to 10-2018"
34.5,-104.5,6.11935091018677,0.0424667801707983,6.10719692707062,1.88060342520475,0.214499302208424,"07-2018 to 10-2018"
34.5,-103.5,7.83152401447296,0.0427828943356872,6.405925989151,1.95689546316862,0.225662760436535,"07-2018 to 10-2018"
34.5,-102.5,7.93166446685791,0.0415703584440053,6.89332270622253,1.41199714690447,0.234145440161228,"07-2018 to 10-2018"
34.5,-101.5,8.09506928920746,0.0386140588670969,6.44265747070312,1.46441404521465,0.248462069779634,"07-2018 to 10-2018"
34.5,-100.5,8.38372981548309,0.0368097224272788,6.58844721317291,1.78186672925949,0.257348388433456,"07-2018 to 10-2018"
34.5,-99.5,8.64577901363373,0.035261589102447,6.77044522762299,1.65508832037449,0.25766047090292,"07-2018 to 10-2018"
34.5,-98.5,8.56641137599945,0.0354985594749451,7.04150772094727,0.728561013936996,0.258139658719301,"07-2018 to 10-2018"
34.5,-97.5,8.40830838680267,0.032628184184432,7.04372572898865,0.567583568394184,0.258279416710138,"07-2018 to 10-2018"
34.5,-96.5,8.86975693702698,0.0304540088400245,6.46403646469116,0.308793541043997,0.255625206977129,"07-2018 to 10-2018"
34.5,-95.5,9.00517678260803,0.0294437217526138,5.89261698722839,0.327887888997793,0.250674948096275,"07-2018 to 10-2018"
34.5,-94.5,9.72712028026581,0.0309845549054444,5.39128911495209,0.551601633429527,0.249888129532337,"07-2018 to 10-2018"
34.5,-93.5,9.90432119369507,0.0292392582632601,5.43543243408203,0.635504208505154,0.261306755244732,"07-2018 to 10-2018"
34.5,-92.5,10.5596793889999,0.0275690811686218,5.90359079837799,0.667985327541828,0.274806663393974,"07-2018 to 10-2018"
34.5,-91.5,10.3346195220947,0.0280407867394388,5.81672269105911,0.67238525301218,0.262112282216549,"07-2018 to 10-2018"
34.5,-90.5,9.25021910667419,0.0276057790033519,5.87739592790604,0.778827741742134,0.233740173280239,"07-2018 to 10-2018"
34.5,-89.5,9.02866983413696,0.0268621747381985,5.80000758171082,0.755944274365902,0.227638829499483,"07-2018 to 10-2018"
34.5,-88.5,9.31190955638885,0.0262478347867727,6.8153640627861,0.955447360873222,0.251372046768665,"07-2018 to 10-2018"
34.5,-87.5,9.12435173988342,0.0268064485862851,8.94494485855103,1.05011307448149,0.273070648312569,"07-2018 to 10-2018"
34.5,-86.5,8.92720353603363,0.0290399640798569,9.5311307311058,1.1279549524188,0.313223861157894,"07-2018 to 10-2018"
34.5,-85.5,8.9988876581192,0.0242282492108643,10.0971041321754,1.29475885629654,0.336869426071644,"07-2018 to 10-2018"
34.5,-84.5,9.24250948429108,0.0304492665454745,10.4632304310799,1.07079888880253,0.354661893099546,"07-2018 to 10-2018"
34.5,-83.5,8.98569297790527,0.0301927211694419,9.37208992242813,0.426228176802397,0.31857206299901,"07-2018 to 10-2018"
34.5,-82.5,8.26063299179077,0.0311849261634052,7.2281442284584,0.285947941243649,0.228314124047756,"07-2018 to 10-2018"
34.5,-81.5,8.91255509853363,0.0330105973407626,5.36528462171555,0.245091645047069,0.194193482398987,"07-2018 to 10-2018"
34.5,-80.5,8.87188541889191,0.0326389302499592,4.79655909538269,0.248432679101825,0.197884131222963,"07-2018 to 10-2018"
34.5,-79.5,8.20014119148254,0.0292055737227201,4.89550650119781,0.251759415492415,0.222654029726982,"07-2018 to 10-2018"
34.5,-78.5,6.63436257839203,0.0285365046001971,4.55184841156006,0.301002472639084,0.227178651839495,"07-2018 to 10-2018"
35.5,-120.5,7.25463724136353,0.030007722787559,5.87781468033791,0.788146652281284,0.230599969625473,"07-2018 to 10-2018"
35.5,-119.5,8.36477184295654,0.037279985845089,6.69476813077927,0.733346611261368,0.240336567163467,"07-2018 to 10-2018"
35.5,-118.5,8.68913233280182,0.0419904002919793,7.96353912353516,0.682078756392002,0.234073627740145,"07-2018 to 10-2018"
35.5,-117.5,7.03295111656189,0.0451557328924537,11.3105375766754,0.624298699200153,0.240666285157204,"07-2018 to 10-2018"
35.5,-116.5,5.91605806350708,0.0441251797601581,14.1976711750031,0.565612189471722,0.240483991801739,"07-2018 to 10-2018"
35.5,-115.5,5.44093489646912,0.0433737579733133,14.4565243721008,0.528552927076817,0.254425000399351,"07-2018 to 10-2018"
35.5,-114.5,5.88750493526459,0.0431433180347085,14.3964110612869,0.595286957919598,0.258080743253231,"07-2018 to 10-2018"
35.5,-113.5,5.63652098178864,0.0411123791709542,14.2710489034653,0.98718287050724,0.253127463161945,"07-2018 to 10-2018"
35.5,-112.5,5.32176029682159,0.0406392896547914,10.1823385953903,1.28705827891827,0.25112609192729,"07-2018 to 10-2018"
35.5,-111.5,4.81326079368591,0.0391599806025624,8.33175718784332,1.48491313308477,0.253489524126053,"07-2018 to 10-2018"
35.5,-110.5,4.1601830124855,0.0407751798629761,5.28766787052155,1.46064773947001,0.215286318212748,"07-2018 to 10-2018"
35.5,-109.5,3.57526367902756,0.0418033227324486,3.86570227146149,1.52240959554911,0.210371043533087,"07-2018 to 10-2018"
35.5,-108.5,3.65812987089157,0.0422570332884789,3.04978713393211,1.34617014974356,0.21279788762331,"07-2018 to 10-2018"
35.5,-107.5,3.82984668016434,0.0419675782322884,2.89317056536674,1.38094251602888,0.18885787576437,"07-2018 to 10-2018"
35.5,-106.5,4.3585609793663,0.0408570608124137,3.53193372488022,1.64416491985321,0.203856516629457,"07-2018 to 10-2018"
35.5,-105.5,5.04052072763443,0.0419229213148355,4.77231305837631,1.57659019529819,0.219049364328384,"07-2018 to 10-2018"
35.5,-104.5,6.18637800216675,0.042074229568243,5.69166904687881,1.92775050550699,0.221676055341959,"07-2018 to 10-2018"
35.5,-103.5,7.00841236114502,0.0421253396198153,8.22252023220062,1.66616078466177,0.225800532847643,"07-2018 to 10-2018"
35.5,-102.5,7.9836767911911,0.0406087203882635,7.6917222738266,1.71707420796156,0.259266328066587,"07-2018 to 10-2018"
35.5,-101.5,8.29542624950409,0.0378801701590419,7.79312968254089,3.59078391641378,0.257170189172029,"07-2018 to 10-2018"
35.5,-100.5,8.66165232658386,0.0369074461050332,6.97150611877441,2.59071902930737,0.254376392811537,"07-2018 to 10-2018"
35.5,-99.5,8.96953928470612,0.0353880552574992,6.91993653774261,1.78378148376942,0.260281160473824,"07-2018 to 10-2018"
35.5,-98.5,9.09462893009186,0.0352185508236289,7.34550380706787,0.906155996024609,0.262322854250669,"07-2018 to 10-2018"
35.5,-97.5,9.39825916290283,0.0350818196311593,7.57496273517609,0.763475745916367,0.265716698020697,"07-2018 to 10-2018"
35.5,-96.5,8.84985744953156,0.0313626388087869,6.14529144763947,0.337823443114758,0.255023468285799,"07-2018 to 10-2018"
35.5,-95.5,8.59491860866547,0.0298516578041017,5.78152638673782,0.3159722648561,0.233361575752497,"07-2018 to 10-2018"
35.5,-94.5,9.04235124588013,0.0271505648270249,5.83067840337753,0.3770990408957,0.244950756430626,"07-2018 to 10-2018"
35.5,-93.5,9.30529081821442,0.0297569837421179,5.73698288202286,0.47781191021204,0.265649102628231,"07-2018 to 10-2018"
35.5,-92.5,10.3366963863373,0.0286272643133998,5.85365897417068,0.586564004421234,0.270353991538286,"07-2018 to 10-2018"
35.5,-91.5,9.86635851860046,0.0284493886865675,5.90097779035568,0.632821246981621,0.268714148551226,"07-2018 to 10-2018"
35.5,-90.5,9.46729803085327,0.0277488073334098,6.06486320495605,0.708891153335571,0.256747364997864,"07-2018 to 10-2018"
35.5,-89.5,9.27015924453735,0.0274218022823334,6.12641578912735,0.754073552787304,0.261936511844397,"07-2018 to 10-2018"
35.5,-88.5,9.14681768417358,0.02753223804757,6.42175495624542,0.892928011715412,0.260942231863737,"07-2018 to 10-2018"
35.5,-87.5,8.97516024112701,0.0283179022371769,7.48748099803925,0.829442776739597,0.274245943874121,"07-2018 to 10-2018"
35.5,-86.5,9.03035879135132,0.0305439569056034,8.48313170671463,0.880534470081329,0.279196586459875,"07-2018 to 10-2018"
35.5,-85.5,9.10150396823883,0.0321706389077008,8.08544343709946,0.805750221014023,0.280964192003012,"07-2018 to 10-2018"
35.5,-84.5,8.87381374835968,0.0329741407185793,5.97092711925507,0.507596135139465,0.247646249830723,"07-2018 to 10-2018"
35.5,-83.5,8.17572724819183,0.0314311101101339,5.05339252948761,0.316849553957582,0.229575183242559,"07-2018 to 10-2018"
35.5,-82.5,7.33873987197876,0.0287445755675435,6.37768077850342,0.2266980484128,0.241239134222269,"07-2018 to 10-2018"
35.5,-81.5,8.4234391450882,0.0300157656893134,6.42591518163681,0.267947100102901,0.240412451326847,"07-2018 to 10-2018"
35.5,-80.5,8.78604209423065,0.032908733934164,6.14654743671417,0.294253688305616,0.240353412926197,"07-2018 to 10-2018"
35.5,-79.5,8.11302435398102,0.0309907267801464,5.85452878475189,0.337918467819691,0.241836812347174,"07-2018 to 10-2018"
