Date,Country,City,Specie,min,max,median,variance
2/7/20,BR,Sao Paulo,no2,0.5,41.6,13.8,772.58
3/3/20,BR,Sao Paulo,no2,2.8,26.6,9.2,295.83
3/22/20,BR,Sao Paulo,no2,0.5,18.3,4.2,151.73
3/28/20,BR,Sao Paulo,no2,1.4,37.5,7.8,429.68
2/6/20,BR,Sao Paulo,no2,0.5,54.7,14.2,787.18
1/14/20,BR,Sao Paulo,no2,0.5,36.6,8.3,353.36
1/23/20,BR,Sao Paulo,no2,1.9,38.4,13.8,559.26
2/10/20,BR,Sao Paulo,no2,1.9,31.6,9.2,326.92
2/26/20,BR,Sao Paulo,no2,2.8,29.8,11.5,262.73
1/10/20,BR,Sao Paulo,no2,1,42.1,13.3,697.56
3/10/20,BR,Sao Paulo,no2,2.8,61.1,11.5,862.8
3/13/20,BR,Sao Paulo,no2,1.4,69.1,14.7,987.45
3/19/20,BR,Sao Paulo,no2,0.5,43,18.8,910.48
3/25/20,BR,Sao Paulo,no2,0.5,25.2,6.9,349.42
3/6/20,BR,Sao Paulo,no2,1.9,40.7,9.2,517.05
2/12/20,BR,Sao Paulo,no2,1,33,8.7,378.75
2/21/20,BR,Sao Paulo,no2,3.7,39.8,14.2,569.28
3/24/20,BR,Sao Paulo,no2,0.5,24.7,6,173.67
3/29/20,BR,Sao Paulo,no2,1,76.7,6,685.7
12/30/19,BR,Sao Paulo,no2,1,37.5,7.8,470.85
1/25/20,BR,Sao Paulo,no2,1,28.4,6.4,330.17
1/29/20,BR,Sao Paulo,no2,1.4,43.9,13.3,827.61
2/2/20,BR,Sao Paulo,no2,1.4,29.8,8.3,287.1
3/23/20,BR,Sao Paulo,no2,0.5,22.9,6,229.77
1/7/20,BR,Sao Paulo,no2,1.4,38,14.7,617.84
1/2/20,BR,Sao Paulo,no2,1,35.2,11.5,582.75
1/6/20,BR,Sao Paulo,no2,0.5,39.4,12.4,739.4
1/20/20,BR,Sao Paulo,no2,0.5,35.7,7.8,362.74
2/18/20,BR,Sao Paulo,no2,1.4,45.7,15.1,931.33
2/29/20,BR,Sao Paulo,no2,2.3,28.4,8.7,234.74
3/9/20,BR,Sao Paulo,no2,1.4,58.4,11.5,971.93
3/11/20,BR,Sao Paulo,no2,2.3,55.2,11,881.22
12/31/19,BR,Sao Paulo,no2,0.5,34.8,8.3,392.24
4/5/20,BR,Sao Paulo,no2,0.5,23.8,6,172.19
3/17/20,BR,Sao Paulo,no2,1,47.1,12.4,730.17
2/3/20,BR,Sao Paulo,no2,1,33.4,11,439.66
2/13/20,BR,Sao Paulo,no2,1,30.7,8.7,294.02
2/22/20,BR,Sao Paulo,no2,1.4,26.6,6.9,406.59
1/24/20,BR,Sao Paulo,no2,2.3,28.8,9.6,300.82
2/4/20,BR,Sao Paulo,no2,0.5,38,11,456.79
3/18/20,BR,Sao Paulo,no2,1,52,16.5,886.81
3/27/20,BR,Sao Paulo,no2,1.4,30.2,7.8,425.53
4/1/20,BR,Sao Paulo,no2,1.4,25.6,8.3,324.22
4/4/20,BR,Sao Paulo,no2,0.5,27.5,6,285.79
1/15/20,BR,Sao Paulo,no2,1.4,54.1,13.3,1143.75
1/9/20,BR,Sao Paulo,no2,0.5,39.4,11,612.21
1/16/20,BR,Sao Paulo,no2,1,53,14.7,1580.15
1/21/20,BR,Sao Paulo,no2,1,49.4,8.7,523.9
1/22/20,BR,Sao Paulo,no2,1.4,43,8.7,393.65
2/14/20,BR,Sao Paulo,no2,2.8,50.9,11.9,772.37
1/4/20,BR,Sao Paulo,no2,0.5,26.1,6.9,320.23
2/3/20,ZA,Johannesburg,no2,1.9,22.9,8.3,200.38
3/3/20,ZA,Johannesburg,no2,8.3,24.7,13.8,269.01
3/7/20,ZA,Johannesburg,no2,4.2,16,6.4,98.41
3/14/20,ZA,Johannesburg,no2,1.9,15.6,7.4,131.24
3/18/20,ZA,Johannesburg,no2,2.3,15.6,6.9,139.82
3/28/20,ZA,Johannesburg,no2,1.4,7.4,5.1,22.57
2/13/20,ZA,Johannesburg,no2,1.9,27.5,7.4,491.28
3/16/20,ZA,Johannesburg,no2,2.8,12.8,6.9,59.03
2/14/20,ZA,Johannesburg,no2,0.5,50.4,8.3,1320.61
1/2/20,ZA,Johannesburg,no2,2.3,19.7,8.3,263.98
1/4/20,ZA,Johannesburg,no2,2.3,25.6,6.9,246.03
1/11/20,ZA,Johannesburg,no2,1.9,11.9,4.2,97.2
1/21/20,ZA,Johannesburg,no2,1.9,23.8,7.4,257.57
1/31/20,ZA,Johannesburg,no2,2.3,28.4,8.3,347.88
2/1/20,ZA,Johannesburg,no2,1.9,19.7,9.2,227.83
2/12/20,ZA,Johannesburg,no2,3.2,17,8.3,112.81
2/18/20,ZA,Johannesburg,no2,2.3,22.9,7.4,171.28
3/22/20,ZA,Johannesburg,no2,3.2,18.3,7.8,157.42
1/16/20,ZA,Johannesburg,no2,3.7,16,7.8,100.2
1/23/20,ZA,Johannesburg,no2,1.4,28.4,6.9,465.87
1/26/20,ZA,Johannesburg,no2,1.9,13.8,5.1,102.9
1/29/20,ZA,Johannesburg,no2,1.4,23.4,9.2,281.92
2/21/20,ZA,Johannesburg,no2,2.3,29.3,9.6,427.1
3/9/20,ZA,Johannesburg,no2,3.2,25.6,7.8,283.97
3/15/20,ZA,Johannesburg,no2,2.3,16.5,5.5,162.7
3/29/20,ZA,Johannesburg,no2,1.4,7.4,4.2,20.78
4/2/20,ZA,Johannesburg,no2,1.9,10.6,4.6,44.25
3/19/20,ZA,Johannesburg,no2,3.2,43.9,7.4,1076.79
12/31/19,ZA,Johannesburg,no2,2.8,33.4,9.6,467.21
2/2/20,ZA,Johannesburg,no2,1.9,19.7,8.3,164.36
2/16/20,ZA,Johannesburg,no2,2.3,17,6,163.34
2/22/20,ZA,Johannesburg,no2,2.3,18.3,8.3,182.71
3/4/20,ZA,Johannesburg,no2,1,21.1,10.1,192.57
3/5/20,ZA,Johannesburg,no2,2.3,29.8,10.1,376.53
3/8/20,ZA,Johannesburg,no2,1.9,19.7,6.4,242.24
3/23/20,ZA,Johannesburg,no2,3.7,24.7,10.6,309.33
12/30/19,ZA,Johannesburg,no2,2.8,22,8.3,221.23
1/14/20,ZA,Johannesburg,no2,1.4,17.9,6.9,101.23
2/20/20,ZA,Johannesburg,no2,1,26.1,10.6,418.69
3/2/20,ZA,Johannesburg,no2,0.5,28.4,10.1,246.78
3/25/20,ZA,Johannesburg,no2,1.4,24.3,7.8,234.95
3/30/20,ZA,Johannesburg,no2,1.4,13.3,6.4,76.82
1/18/20,ZA,Johannesburg,no2,3.2,21.5,6,174.07
1/5/20,ZA,Johannesburg,no2,1.9,24.7,6.4,378.45
1/30/20,ZA,Johannesburg,no2,2.8,21.5,11,208.36
3/1/20,ZA,Johannesburg,no2,0.5,15.6,6.9,119.63
3/12/20,ZA,Johannesburg,no2,1.4,27.9,8.3,272.73
3/26/20,ZA,Johannesburg,no2,1.9,13.3,6,113.86
4/1/20,ZA,Johannesburg,no2,1.9,12.4,5.1,50.61
1/9/20,ZA,Johannesburg,no2,3.2,22.9,7.8,150.47
2/9/20,ZA,Johannesburg,no2,1.9,22.9,7.8,240.73
2/29/20,ZA,Johannesburg,no2,1.4,14.2,7.4,98.32
3/27/20,ZA,Johannesburg,no2,1.9,11.5,6,48.17
1/24/20,ZA,Johannesburg,no2,3.7,22.4,6.9,248.75
2/8/20,ZA,Johannesburg,no2,1.4,20.6,9.2,237.79
2/19/20,ZA,Johannesburg,no2,2.8,24.7,9.2,256.43
2/27/20,ZA,Johannesburg,no2,7.8,27,13.8,267.84
1/20/20,ZA,Johannesburg,no2,1.9,13.8,6.9,86.49
1/1/20,ZA,Johannesburg,no2,1.9,18.3,4.2,115.91
1/3/20,ZA,Johannesburg,no2,1.9,22.4,6.4,261.71
2/4/20,ZA,Johannesburg,no2,2.8,43.9,11.5,713.73
2/10/20,ZA,Johannesburg,no2,0.5,11.9,5.1,82.16
2/15/20,ZA,Johannesburg,no2,1.9,13.8,6,91.29
3/31/20,ZA,Johannesburg,no2,2.3,11.5,5.5,47.92
1/7/20,ZA,Johannesburg,no2,2.3,15.6,6,99.79
1/8/20,ZA,Johannesburg,no2,1,20.6,8.7,191.29
1/27/20,ZA,Johannesburg,no2,1.4,33.4,8.3,602.27
2/6/20,ZA,Johannesburg,no2,2.3,34.3,12.4,626.78
2/24/20,ZA,Johannesburg,no2,1,16.5,6.9,227.19
2/25/20,ZA,Johannesburg,no2,4.2,25.2,11,368.49
3/13/20,ZA,Johannesburg,no2,3.7,22.4,8.3,245.82
1/10/20,ZA,Johannesburg,no2,3.2,12.4,6.9,70.43
1/12/20,ZA,Johannesburg,no2,2.3,19.2,6.9,202.07
1/17/20,ZA,Johannesburg,no2,3.2,25.2,9.2,236.68
1/25/20,ZA,Johannesburg,no2,2.3,20.6,6,193.58
1/28/20,ZA,Johannesburg,no2,1.4,28.4,6.9,276.71
2/23/20,ZA,Johannesburg,no2,1.4,13.8,3.7,114.03
2/28/20,ZA,Johannesburg,no2,1.9,21.1,10.1,175.87
1/6/20,ZA,Johannesburg,no2,2.8,37.1,11.5,617.39
2/5/20,ZA,Johannesburg,no2,3.2,33,12.8,542.97
2/7/20,ZA,Johannesburg,no2,4.2,18.3,10.1,150.59
2/26/20,ZA,Johannesburg,no2,1,35.2,11.9,628.63
3/10/20,ZA,Johannesburg,no2,2.3,16,7.4,155.63
4/4/20,ZA,Johannesburg,no2,1,13.8,6,61.92
4/5/20,ZA,Johannesburg,no2,0.5,9.6,4.6,51.88
3/11/20,ZA,Johannesburg,no2,3.2,37.5,10.1,575.56
1/13/20,ZA,Johannesburg,no2,1,29.8,6.9,283.58
1/15/20,ZA,Johannesburg,no2,1.9,20.6,6,114.3
1/19/20,ZA,Johannesburg,no2,2.3,10.1,4.6,35.05
1/22/20,ZA,Johannesburg,no2,1.4,38.4,8.3,539.24
2/11/20,ZA,Johannesburg,no2,1,11.5,5.1,64.37
2/17/20,ZA,Johannesburg,no2,2.3,37.1,11,772.68
3/6/20,ZA,Johannesburg,no2,3.7,16.5,8.3,94.33
3/17/20,ZA,Johannesburg,no2,1.9,12.8,7.4,111.58
3/20/20,ZA,Johannesburg,no2,2.3,22.4,11.9,301.09
3/21/20,ZA,Johannesburg,no2,1.9,24.3,10.1,217.94
3/24/20,ZA,Johannesburg,no2,1.9,27.9,10.1,500.21
4/3/20,ZA,Johannesburg,no2,3.7,11.9,6,36.46
